LEAGUE_SLUG,LEAGUE_NAME,TEAM_ID,TEAM_NAME,TEAM_ABBR,LOGO_URL,CATEGORY_PATH,FLAT_CACHE_PATH,STATUS,ERROR
arg.1,Argentine Liga Profesional de Fútbol,9739,Aldosivi,ALDO,https://a.espncdn.com/i/teamlogos/soccer/500/9739.png,C:\Temp\badges-by-league\arg-1-argentine-liga-profesional-de-f-tbol\aldosivi.png,C:\Temp\badges\aldosivi.png,downloaded,
arg.1,Argentine Liga Profesional de Fútbol,3,Argentinos Juniors,ARGJ,https://a.espncdn.com/i/teamlogos/soccer/500/3.png,C:\Temp\badges-by-league\arg-1-argentine-liga-profesional-de-f-tbol\argentinos-juniors.png,C:\Temp\badges\argentinos-juniors.png,downloaded,
arg.1,Argentine Liga Profesional de Fútbol,9785,Atlético Tucumán,CAT,https://a.espncdn.com/i/teamlogos/soccer/500/9785.png,C:\Temp\badges-by-league\arg-1-argentine-liga-profesional-de-f-tbol\atl-tico-tucum-n.png,C:\Temp\badges\atl-tico-tucum-n.png,downloaded,
arg.1,Argentine Liga Profesional de Fútbol,235,Banfield,BAN,https://a.espncdn.com/i/teamlogos/soccer/500/235.png,C:\Temp\badges-by-league\arg-1-argentine-liga-profesional-de-f-tbol\banfield.png,C:\Temp\badges\banfield.png,downloaded,
arg.1,Argentine Liga Profesional de Fútbol,10060,Barracas Central,BAR,https://a.espncdn.com/i/teamlogos/soccer/500/10060.png,C:\Temp\badges-by-league\arg-1-argentine-liga-profesional-de-f-tbol\barracas-central.png,C:\Temp\badges\barras-central.png,downloaded,
arg.1,Argentine Liga Profesional de Fútbol,4,Belgrano (Córdoba),BEL,https://a.espncdn.com/i/teamlogos/soccer/500/4.png,C:\Temp\badges-by-league\arg-1-argentine-liga-profesional-de-f-tbol\belgrano-c-rdoba.png,C:\Temp\badges\belgrano-c-rdoba.png,downloaded,
arg.1,Argentine Liga Profesional de Fútbol,5,Boca Juniors,CABJ,https://a.espncdn.com/i/teamlogos/soccer/500/5.png,C:\Temp\badges-by-league\arg-1-argentine-liga-profesional-de-f-tbol\boca-juniors.png,C:\Temp\badges\boca-juniors.png,downloaded,
arg.1,Argentine Liga Profesional de Fútbol,11989,Central Córdoba (Santiago del Estero),CTR,https://a.espncdn.com/i/teamlogos/soccer/500/11989.png,C:\Temp\badges-by-league\arg-1-argentine-liga-profesional-de-f-tbol\central-c-rdoba-santiago-del-estero.png,C:\Temp\badges\central-c-rdoba-santiago-del-estero.png,downloaded,
arg.1,Argentine Liga Profesional de Fútbol,8950,Defensa y Justicia,DYJ,https://a.espncdn.com/i/teamlogos/soccer/500/8950.png,C:\Temp\badges-by-league\arg-1-argentine-liga-profesional-de-f-tbol\defensa-y-justicia.png,C:\Temp\badges\defensa-y-justicia.png,downloaded,
arg.1,Argentine Liga Profesional de Fútbol,17702,Deportivo Riestra,RIE,https://a.espncdn.com/i/teamlogos/soccer/500/17702.png,C:\Temp\badges-by-league\arg-1-argentine-liga-profesional-de-f-tbol\deportivo-riestra.png,C:\Temp\badges\deportivo-riestra.png,downloaded,
arg.1,Argentine Liga Profesional de Fútbol,8,Estudiantes de La Plata,EST,https://a.espncdn.com/i/teamlogos/soccer/500/8.png,C:\Temp\badges-by-league\arg-1-argentine-liga-profesional-de-f-tbol\estudiantes-de-la-plata.png,C:\Temp\badges\estudiantes-de-la-plata.png,downloaded,
arg.1,Argentine Liga Profesional de Fútbol,19685,Estudiantes de Río Cuarto,AAE,https://a.espncdn.com/i/teamlogos/soccer/500/19685.png,C:\Temp\badges-by-league\arg-1-argentine-liga-profesional-de-f-tbol\estudiantes-de-r-o-cuarto.png,C:\Temp\badges\estudiantes-de-r-o-cuarto.png,downloaded,
arg.1,Argentine Liga Profesional de Fútbol,11972,Gimnasia (Mendoza),GMZ,https://a.espncdn.com/i/teamlogos/soccer/500/11972.png,C:\Temp\badges-by-league\arg-1-argentine-liga-profesional-de-f-tbol\gimnasia-mendoza.png,C:\Temp\badges\gimnasia-mendoza.png,downloaded,
arg.1,Argentine Liga Profesional de Fútbol,9,Gimnasia La Plata,GLP,https://a.espncdn.com/i/teamlogos/soccer/500/9.png,C:\Temp\badges-by-league\arg-1-argentine-liga-profesional-de-f-tbol\gimnasia-la-plata.png,C:\Temp\badges\gimnasia-la-plata.png,downloaded,
arg.1,Argentine Liga Profesional de Fútbol,10,Huracán,HUR,https://a.espncdn.com/i/teamlogos/soccer/500/10.png,C:\Temp\badges-by-league\arg-1-argentine-liga-profesional-de-f-tbol\hurac-n.png,C:\Temp\badges\hur-n.png,downloaded,
arg.1,Argentine Liga Profesional de Fútbol,11,Independiente,IND,https://a.espncdn.com/i/teamlogos/soccer/500/11.png,C:\Temp\badges-by-league\arg-1-argentine-liga-profesional-de-f-tbol\independiente.png,C:\Temp\badges\independiente.png,downloaded,
arg.1,Argentine Liga Profesional de Fútbol,9744,Independiente Rivadavia,RIV,https://a.espncdn.com/i/teamlogos/soccer/500/9744.png,C:\Temp\badges-by-league\arg-1-argentine-liga-profesional-de-f-tbol\independiente-rivadavia.png,C:\Temp\badges\independiente-rivadavia.png,downloaded,
arg.1,Argentine Liga Profesional de Fútbol,2975,Instituto (Córdoba),IACC,https://a.espncdn.com/i/teamlogos/soccer/500/2975.png,C:\Temp\badges-by-league\arg-1-argentine-liga-profesional-de-f-tbol\instituto-c-rdoba.png,C:\Temp\badges\instituto-c-rdoba.png,downloaded,
arg.1,Argentine Liga Profesional de Fútbol,12,Lanús,LAN,https://a.espncdn.com/i/teamlogos/soccer/500/12.png,C:\Temp\badges-by-league\arg-1-argentine-liga-profesional-de-f-tbol\lan-s.png,C:\Temp\badges\lan-s.png,downloaded,
arg.1,Argentine Liga Profesional de Fútbol,14,Newell's Old Boys,NOB,https://a.espncdn.com/i/teamlogos/soccer/500/14.png,C:\Temp\badges-by-league\arg-1-argentine-liga-profesional-de-f-tbol\newell-s-old-boys.png,C:\Temp\badges\newell-s-old-boys.png,downloaded,
arg.1,Argentine Liga Profesional de Fútbol,7764,Platense,PLA,https://a.espncdn.com/i/teamlogos/soccer/500/7764.png,C:\Temp\badges-by-league\arg-1-argentine-liga-profesional-de-f-tbol\platense.png,C:\Temp\badges\platense.png,downloaded,
arg.1,Argentine Liga Profesional de Fútbol,15,Racing Club,RAC,https://a.espncdn.com/i/teamlogos/soccer/500/15.png,C:\Temp\badges-by-league\arg-1-argentine-liga-profesional-de-f-tbol\racing-club.png,C:\Temp\badges\ring-club.png,downloaded,
arg.1,Argentine Liga Profesional de Fútbol,16,River Plate,RIV,https://a.espncdn.com/i/teamlogos/soccer/500/16.png,C:\Temp\badges-by-league\arg-1-argentine-liga-profesional-de-f-tbol\river-plate.png,C:\Temp\badges\river-plate.png,downloaded,
arg.1,Argentine Liga Profesional de Fútbol,17,Rosario Central,ROS,https://a.espncdn.com/i/teamlogos/soccer/500/17.png,C:\Temp\badges-by-league\arg-1-argentine-liga-profesional-de-f-tbol\rosario-central.png,C:\Temp\badges\rosario-central.png,downloaded,
arg.1,Argentine Liga Profesional de Fútbol,18,San Lorenzo,SLO,https://a.espncdn.com/i/teamlogos/soccer/500/18.png,C:\Temp\badges-by-league\arg-1-argentine-liga-profesional-de-f-tbol\san-lorenzo.png,C:\Temp\badges\san-lorenzo.png,downloaded,
arg.1,Argentine Liga Profesional de Fútbol,10158,Sarmiento (Junín),SARM,https://a.espncdn.com/i/teamlogos/soccer/500/10158.png,C:\Temp\badges-by-league\arg-1-argentine-liga-profesional-de-f-tbol\sarmiento-jun-n.png,C:\Temp\badges\sarmiento-jun-n.png,downloaded,
arg.1,Argentine Liga Profesional de Fútbol,19,Talleres (Córdoba),TALL,https://a.espncdn.com/i/teamlogos/soccer/500/19.png,C:\Temp\badges-by-league\arg-1-argentine-liga-profesional-de-f-tbol\talleres-c-rdoba.png,C:\Temp\badges\talleres-c-rdoba.png,downloaded,
arg.1,Argentine Liga Profesional de Fútbol,7767,Tigre,TIG,https://a.espncdn.com/i/teamlogos/soccer/500/7767.png,C:\Temp\badges-by-league\arg-1-argentine-liga-profesional-de-f-tbol\tigre.png,C:\Temp\badges\tigre.png,downloaded,
arg.1,Argentine Liga Profesional de Fútbol,20,Unión (Santa Fe),USF,https://a.espncdn.com/i/teamlogos/soccer/500/20.png,C:\Temp\badges-by-league\arg-1-argentine-liga-profesional-de-f-tbol\uni-n-santa-fe.png,C:\Temp\badges\uni-n-santa-fe.png,downloaded,
arg.1,Argentine Liga Profesional de Fútbol,21,Vélez Sarsfield,VEL,https://a.espncdn.com/i/teamlogos/soccer/500/21.png,C:\Temp\badges-by-league\arg-1-argentine-liga-profesional-de-f-tbol\v-lez-sarsfield.png,C:\Temp\badges\v-lez-sarsfield.png,downloaded,
arg.2,Argentine Nacional B,10145,Acassuso,ACA,https://a.espncdn.com/i/teamlogos/soccer/500/10145.png,C:\Temp\badges-by-league\arg-2-argentine-nacional-b\acassuso.png,C:\Temp\badges\assuso.png,downloaded,
arg.2,Argentine Nacional B,13913,Agropecuario,AGR,https://a.espncdn.com/i/teamlogos/soccer/500/13913.png,C:\Temp\badges-by-league\arg-2-argentine-nacional-b\agropecuario.png,C:\Temp\badges\agropecuario.png,downloaded,
arg.2,Argentine Nacional B,9786,All Boys,ALLB,https://a.espncdn.com/i/teamlogos/soccer/500/9786.png,C:\Temp\badges-by-league\arg-2-argentine-nacional-b\all-boys.png,C:\Temp\badges\all-boys.png,downloaded,
arg.2,Argentine Nacional B,2,Almagro,ALM,https://a.espncdn.com/i/teamlogos/soccer/500/2.png,C:\Temp\badges-by-league\arg-2-argentine-nacional-b\almagro.png,C:\Temp\badges\almagro.png,downloaded,
arg.2,Argentine Nacional B,9740,Almirante Brown,ALM,https://a.espncdn.com/i/teamlogos/soccer/500/9740.png,C:\Temp\badges-by-league\arg-2-argentine-nacional-b\almirante-brown.png,C:\Temp\badges\almirante-brown.png,downloaded,
arg.2,Argentine Nacional B,10146,Atlanta,ATL,https://a.espncdn.com/i/teamlogos/soccer/500/10146.png,C:\Temp\badges-by-league\arg-2-argentine-nacional-b\atlanta.png,C:\Temp\badges\atlanta.png,downloaded,
arg.2,Argentine Nacional B,9747,Atletico Rafaela,RAF,https://a.espncdn.com/i/teamlogos/soccer/500/9747.png,C:\Temp\badges-by-league\arg-2-argentine-nacional-b\atletico-rafaela.png,C:\Temp\badges\atletico-rafaela.png,downloaded,
arg.2,Argentine Nacional B,11993,Central Norte,CNO,https://a.espncdn.com/i/teamlogos/soccer/500/11993.png,C:\Temp\badges-by-league\arg-2-argentine-nacional-b\central-norte.png,C:\Temp\badges\central-norte.png,downloaded,
arg.2,Argentine Nacional B,6,Chacarita Juniors,CHA,https://a.espncdn.com/i/teamlogos/soccer/500/6.png,C:\Temp\badges-by-league\arg-2-argentine-nacional-b\chacarita-juniors.png,C:\Temp\badges\charita-juniors.png,downloaded,
arg.2,Argentine Nacional B,11963,Chaco For Ever,CFE,https://a.espncdn.com/i/teamlogos/soccer/500/11963.png,C:\Temp\badges-by-league\arg-2-argentine-nacional-b\chaco-for-ever.png,C:\Temp\badges\cho-for-ever.png,downloaded,
arg.2,Argentine Nacional B,21799,Ciudad de Bolívar,CDB,https://a.espncdn.com/i/teamlogos/soccer/500/21799.png,C:\Temp\badges-by-league\arg-2-argentine-nacional-b\ciudad-de-bol-var.png,C:\Temp\badges\ciudad-de-bol-var.png,downloaded,
arg.2,Argentine Nacional B,10149,Colegiales,COL,https://a.espncdn.com/i/teamlogos/soccer/500/10149.png,C:\Temp\badges-by-league\arg-2-argentine-nacional-b\colegiales.png,C:\Temp\badges\colegiales.png,downloaded,
arg.2,Argentine Nacional B,7,Colón (Santa Fe),COL,https://a.espncdn.com/i/teamlogos/soccer/500/7.png,C:\Temp\badges-by-league\arg-2-argentine-nacional-b\col-n-santa-fe.png,C:\Temp\badges\col-n-santa-fe.png,downloaded,
arg.2,Argentine Nacional B,10151,Defensores de Belgrano,DEF,https://a.espncdn.com/i/teamlogos/soccer/500/10151.png,C:\Temp\badges-by-league\arg-2-argentine-nacional-b\defensores-de-belgrano.png,C:\Temp\badges\defensores-de-belgrano.png,downloaded,
arg.2,Argentine Nacional B,18260,Deportivo Madryn,DMA,https://a.espncdn.com/i/teamlogos/soccer/500/18260.png,C:\Temp\badges-by-league\arg-2-argentine-nacional-b\deportivo-madryn.png,C:\Temp\badges\deportivo-madryn.png,downloaded,
arg.2,Argentine Nacional B,11978,Deportivo Maipú,CDM,https://a.espncdn.com/i/teamlogos/soccer/500/11978.png,C:\Temp\badges-by-league\arg-2-argentine-nacional-b\deportivo-maip.png,C:\Temp\badges\deportivo-maip.png,downloaded,
arg.2,Argentine Nacional B,10154,Deportivo Morón,MOR,https://a.espncdn.com/i/teamlogos/soccer/500/10154.png,C:\Temp\badges-by-league\arg-2-argentine-nacional-b\deportivo-mor-n.png,C:\Temp\badges\deportivo-mor-n.png,downloaded,
arg.2,Argentine Nacional B,17352,Estudiantes (Buenos Aires),EST,https://a.espncdn.com/i/teamlogos/soccer/500/17352.png,C:\Temp\badges-by-league\arg-2-argentine-nacional-b\estudiantes-buenos-aires.png,C:\Temp\badges\estudiantes-buenos-aires.png,downloaded,
arg.2,Argentine Nacional B,9743,Ferro Carril Oeste,FCO,https://a.espncdn.com/i/teamlogos/soccer/500/9743.png,C:\Temp\badges-by-league\arg-2-argentine-nacional-b\ferro-carril-oeste.png,C:\Temp\badges\ferro-carril-oeste.png,downloaded,
arg.2,Argentine Nacional B,5263,Gimnasia y Esgrima (Jujuy),GEJ,https://a.espncdn.com/i/teamlogos/soccer/500/5263.png,C:\Temp\badges-by-league\arg-2-argentine-nacional-b\gimnasia-y-esgrima-jujuy.png,C:\Temp\badges\gimnasia-y-esgrima-jujuy.png,downloaded,
arg.2,Argentine Nacional B,10743,Gimnasia y Tiro (Salta),GYT,https://a.espncdn.com/i/teamlogos/soccer/500/10743.png,C:\Temp\badges-by-league\arg-2-argentine-nacional-b\gimnasia-y-tiro-salta.png,C:\Temp\badges\gimnasia-y-tiro-salta.png,downloaded,
arg.2,Argentine Nacional B,6756,Godoy Cruz Antonio Tomba,GCM,https://a.espncdn.com/i/teamlogos/soccer/500/6756.png,C:\Temp\badges-by-league\arg-2-argentine-nacional-b\godoy-cruz-antonio-tomba.png,C:\Temp\badges\godoy-cruz-antonio-tomba.png,downloaded,
arg.2,Argentine Nacional B,18284,Güemes,CAG,https://a.espncdn.com/i/teamlogos/soccer/500/18284.png,C:\Temp\badges-by-league\arg-2-argentine-nacional-b\g-emes.png,C:\Temp\badges\g-emes.png,downloaded,
arg.2,Argentine Nacional B,13,Los Andes,AND,https://a.espncdn.com/i/teamlogos/soccer/500/13.png,C:\Temp\badges-by-league\arg-2-argentine-nacional-b\los-andes.png,C:\Temp\badges\los-andes.png,downloaded,
arg.2,Argentine Nacional B,10109,Midland,MID,https://a.espncdn.com/i/teamlogos/soccer/500/10109.png,C:\Temp\badges-by-league\arg-2-argentine-nacional-b\midland.png,C:\Temp\badges\midland.png,downloaded,
arg.2,Argentine Nacional B,11990,Mitre (Santiago del Estero),MIT,https://a.espncdn.com/i/teamlogos/soccer/500/11990.png,C:\Temp\badges-by-league\arg-2-argentine-nacional-b\mitre-santiago-del-estero.png,C:\Temp\badges\mitre-santiago-del-estero.png,downloaded,
arg.2,Argentine Nacional B,236,Nueva Chicago,NCHI,https://a.espncdn.com/i/teamlogos/soccer/500/236.png,C:\Temp\badges-by-league\arg-2-argentine-nacional-b\nueva-chicago.png,C:\Temp\badges\nueva-chicago.png,downloaded,
arg.2,Argentine Nacional B,10374,Patronato,CAP,https://a.espncdn.com/i/teamlogos/soccer/500/10374.png,C:\Temp\badges-by-league\arg-2-argentine-nacional-b\patronato.png,C:\Temp\badges\patronato.png,downloaded,
arg.2,Argentine Nacional B,2741,Quilmes,QUI,https://a.espncdn.com/i/teamlogos/soccer/500/2741.png,C:\Temp\badges-by-league\arg-2-argentine-nacional-b\quilmes.png,C:\Temp\badges\quilmes.png,downloaded,
arg.2,Argentine Nacional B,19145,Racing (Córdoba),RCO,https://a.espncdn.com/i/teamlogos/soccer/500/19145.png,C:\Temp\badges-by-league\arg-2-argentine-nacional-b\racing-c-rdoba.png,C:\Temp\badges\ring-c-rdoba.png,downloaded,
arg.2,Argentine Nacional B,7845,San Martín (San Juan),SMSJ,https://a.espncdn.com/i/teamlogos/soccer/500/7845.png,C:\Temp\badges-by-league\arg-2-argentine-nacional-b\san-mart-n-san-juan.png,C:\Temp\badges\san-mart-n-san-juan.png,downloaded,
arg.2,Argentine Nacional B,17814,San Martín (Tucumán),SAN,https://a.espncdn.com/i/teamlogos/soccer/500/17814.png,C:\Temp\badges-by-league\arg-2-argentine-nacional-b\san-mart-n-tucum-n.png,C:\Temp\badges\san-mart-n-tucum-n.png,downloaded,
arg.2,Argentine Nacional B,10058,San Miguel,SAN,https://a.espncdn.com/i/teamlogos/soccer/500/10058.png,C:\Temp\badges-by-league\arg-2-argentine-nacional-b\san-miguel.png,C:\Temp\badges\san-miguel.png,downloaded,
arg.2,Argentine Nacional B,10157,San Telmo,SAN,https://a.espncdn.com/i/teamlogos/soccer/500/10157.png,C:\Temp\badges-by-league\arg-2-argentine-nacional-b\san-telmo.png,C:\Temp\badges\san-telmo.png,downloaded,
arg.2,Argentine Nacional B,10162,Temperley,TEMP,https://a.espncdn.com/i/teamlogos/soccer/500/10162.png,C:\Temp\badges-by-league\arg-2-argentine-nacional-b\temperley.png,C:\Temp\badges\temperley.png,downloaded,
arg.2,Argentine Nacional B,10163,Tristán Suárez,TRI,https://a.espncdn.com/i/teamlogos/soccer/500/10163.png,C:\Temp\badges-by-league\arg-2-argentine-nacional-b\trist-n-su-rez.png,C:\Temp\badges\trist-n-su-rez.png,downloaded,
arg.3,Argentine Primera B,17700,Argentino de Merlo,ADM,https://a.espncdn.com/i/teamlogos/soccer/500/17700.png,C:\Temp\badges-by-league\arg-3-argentine-primera-b\argentino-de-merlo.png,C:\Temp\badges\argentino-de-merlo.png,downloaded,
arg.3,Argentine Primera B,17693,Argentino de Quilmes,ADQ,https://a.espncdn.com/i/teamlogos/soccer/500/17693.png,C:\Temp\badges-by-league\arg-3-argentine-primera-b\argentino-de-quilmes.png,C:\Temp\badges\argentino-de-quilmes.png,downloaded,
arg.3,Argentine Primera B,2635,Arsenal Sarandi,ARS,https://a.espncdn.com/i/teamlogos/soccer/500/2635.png,C:\Temp\badges-by-league\arg-3-argentine-primera-b\arsenal-sarandi.png,C:\Temp\badges\arsenal-sarandi.png,downloaded,
arg.3,Argentine Primera B,10147,Brown de Adrogué,BRN,https://a.espncdn.com/i/teamlogos/soccer/500/10147.png,C:\Temp\badges-by-league\arg-3-argentine-primera-b\brown-de-adrogu.png,C:\Temp\badges\brown-de-adrogu.png,downloaded,
arg.3,Argentine Primera B,18662,Camioneros,CAM,https://a.espncdn.com/i/teamlogos/soccer/500/18662.png,C:\Temp\badges-by-league\arg-3-argentine-primera-b\camioneros.png,C:\Temp\badges\camioneros.png,downloaded,
arg.3,Argentine Primera B,14074,Comunicaciones,COM,https://a.espncdn.com/i/teamlogos/soccer/500/14074.png,C:\Temp\badges-by-league\arg-3-argentine-primera-b\comunicaciones.png,C:\Temp\badges\comuniciones.png,downloaded,
arg.3,Argentine Primera B,17697,Defensores Unidos,DEF,https://a.espncdn.com/i/teamlogos/soccer/500/17697.png,C:\Temp\badges-by-league\arg-3-argentine-primera-b\defensores-unidos.png,C:\Temp\badges\defensores-unidos.png,downloaded,
arg.3,Argentine Primera B,10152,Deportivo Armenio,ARM,https://a.espncdn.com/i/teamlogos/soccer/500/10152.png,C:\Temp\badges-by-league\arg-3-argentine-primera-b\deportivo-armenio.png,C:\Temp\badges\deportivo-armenio.png,downloaded,
arg.3,Argentine Primera B,17695,Deportivo Laferrere,LAF,https://a.espncdn.com/i/teamlogos/soccer/500/17695.png,C:\Temp\badges-by-league\arg-3-argentine-primera-b\deportivo-laferrere.png,C:\Temp\badges\deportivo-laferrere.png,downloaded,
arg.3,Argentine Primera B,17704,Deportivo Merlo,MER,https://a.espncdn.com/i/teamlogos/soccer/500/17704.png,C:\Temp\badges-by-league\arg-3-argentine-primera-b\deportivo-merlo.png,C:\Temp\badges\deportivo-merlo.png,downloaded,
arg.3,Argentine Primera B,10103,Dock Sud,DOC,https://a.espncdn.com/i/teamlogos/soccer/500/10103.png,C:\Temp\badges-by-league\arg-3-argentine-primera-b\dock-sud.png,C:\Temp\badges\dock-sud.png,downloaded,
arg.3,Argentine Primera B,10054,Excursionistas,EXC,https://a.espncdn.com/i/teamlogos/soccer/500/10054.png,C:\Temp\badges-by-league\arg-3-argentine-primera-b\excursionistas.png,C:\Temp\badges\excursionistas.png,downloaded,
arg.3,Argentine Primera B,10156,Flandria,FLA,https://a.espncdn.com/i/teamlogos/soccer/500/10156.png,C:\Temp\badges-by-league\arg-3-argentine-primera-b\flandria.png,C:\Temp\badges\flandria.png,downloaded,
arg.3,Argentine Primera B,10105,Ituzaingó,ITU,https://a.espncdn.com/i/teamlogos/soccer/500/10105.png,C:\Temp\badges-by-league\arg-3-argentine-primera-b\ituzaing.png,C:\Temp\badges\ituzaing.png,downloaded,
arg.3,Argentine Primera B,10107,Liniers,LIN,https://a.espncdn.com/i/teamlogos/soccer/500/10107.png,C:\Temp\badges-by-league\arg-3-argentine-primera-b\liniers.png,C:\Temp\badges\liniers.png,downloaded,
arg.3,Argentine Primera B,18844,Real Pilar,PIL,https://a.espncdn.com/i/teamlogos/soccer/500/18844.png,C:\Temp\badges-by-league\arg-3-argentine-primera-b\real-pilar.png,C:\Temp\badges\real-pilar.png,downloaded,
arg.3,Argentine Primera B,17692,San Martín (Burzaco),BUR,https://a.espncdn.com/i/teamlogos/soccer/500/17692.png,C:\Temp\badges-by-league\arg-3-argentine-primera-b\san-mart-n-burzaco.png,C:\Temp\badges\san-mart-n-burzo.png,downloaded,
arg.3,Argentine Primera B,17703,Sportivo Italiano,CLU,https://a.espncdn.com/i/teamlogos/soccer/500/17703.png,C:\Temp\badges-by-league\arg-3-argentine-primera-b\sportivo-italiano.png,C:\Temp\badges\sportivo-italiano.png,downloaded,
arg.3,Argentine Primera B,10161,Talleres de Remedios,REM,https://a.espncdn.com/i/teamlogos/soccer/500/10161.png,C:\Temp\badges-by-league\arg-3-argentine-primera-b\talleres-de-remedios.png,C:\Temp\badges\talleres-de-remedios.png,downloaded,
arg.3,Argentine Primera B,17705,UAI Urquiza,UAI,https://a.espncdn.com/i/teamlogos/soccer/500/17705.png,C:\Temp\badges-by-league\arg-3-argentine-primera-b\uai-urquiza.png,C:\Temp\badges\uai-urquiza.png,downloaded,
arg.3,Argentine Primera B,10064,Villa Dálmine,VIL,https://a.espncdn.com/i/teamlogos/soccer/500/10064.png,C:\Temp\badges-by-league\arg-3-argentine-primera-b\villa-d-lmine.png,C:\Temp\badges\villa-d-lmine.png,downloaded,
arg.3,Argentine Primera B,10052,Villa San Carlos,VSC,https://a.espncdn.com/i/teamlogos/soccer/500/10052.png,C:\Temp\badges-by-league\arg-3-argentine-primera-b\villa-san-carlos.png,C:\Temp\badges\villa-san-carlos.png,downloaded,
arg.4,Argentine Primera C,10048,Argentino (Rosario),ARG,https://a.espncdn.com/i/teamlogos/soccer/500/10048.png,C:\Temp\badges-by-league\arg-4-argentine-primera-c\argentino-rosario.png,C:\Temp\badges\argentino-rosario.png,downloaded,
arg.4,Argentine Primera C,10099,Atlas,ATL,https://a.espncdn.com/i/teamlogos/soccer/500/10099.png,C:\Temp\badges-by-league\arg-4-argentine-primera-c\atlas.png,C:\Temp\badges\atlas.png,downloaded,
arg.4,Argentine Primera C,17349,Berazategui,BER,https://a.espncdn.com/i/teamlogos/soccer/500/17349.png,C:\Temp\badges-by-league\arg-4-argentine-primera-c\berazategui.png,C:\Temp\badges\berazategui.png,downloaded,
arg.4,Argentine Primera C,17694,Cambaceres,DEF,https://a.espncdn.com/i/teamlogos/soccer/500/17694.png,C:\Temp\badges-by-league\arg-4-argentine-primera-c\cambaceres.png,C:\Temp\badges\camberes.png,downloaded,
arg.4,Argentine Primera C,10046,Cañuelas,CAN,https://a.espncdn.com/i/teamlogos/soccer/500/10046.png,C:\Temp\badges-by-league\arg-4-argentine-primera-c\ca-uelas.png,C:\Temp\badges\ca-uelas.png,downloaded,
arg.4,Argentine Primera C,10100,Central Ballester,BALL,https://a.espncdn.com/i/teamlogos/soccer/500/10100.png,C:\Temp\badges-by-league\arg-4-argentine-primera-c\central-ballester.png,C:\Temp\badges\central-ballester.png,downloaded,
arg.4,Argentine Primera C,10148,Central Córdoba (Rosario),CCR,https://a.espncdn.com/i/teamlogos/soccer/500/10148.png,C:\Temp\badges-by-league\arg-4-argentine-primera-c\central-c-rdoba-rosario.png,C:\Temp\badges\central-c-rdoba-rosario.png,downloaded,
arg.4,Argentine Primera C,10101,Centro Español,CESP,https://a.espncdn.com/i/teamlogos/soccer/500/10101.png,C:\Temp\badges-by-league\arg-4-argentine-primera-c\centro-espa-ol.png,C:\Temp\badges\centro-espa-ol.png,downloaded,
arg.4,Argentine Primera C,10102,Claypole,CLA,https://a.espncdn.com/i/teamlogos/soccer/500/10102.png,C:\Temp\badges-by-league\arg-4-argentine-primera-c\claypole.png,C:\Temp\badges\claypole.png,downloaded,
arg.4,Argentine Primera C,17701,Deportivo Español,DEP,https://a.espncdn.com/i/teamlogos/soccer/500/17701.png,C:\Temp\badges-by-league\arg-4-argentine-primera-c\deportivo-espa-ol.png,C:\Temp\badges\deportivo-espa-ol.png,downloaded,
arg.4,Argentine Primera C,10110,Deportivo Paraguayo,DEP,https://a.espncdn.com/i/teamlogos/soccer/500/10110.png,C:\Temp\badges-by-league\arg-4-argentine-primera-c\deportivo-paraguayo.png,C:\Temp\badges\deportivo-paraguayo.png,downloaded,
arg.4,Argentine Primera C,10061,El Porvenir,ELP,https://a.espncdn.com/i/teamlogos/soccer/500/10061.png,C:\Temp\badges-by-league\arg-4-argentine-primera-c\el-porvenir.png,C:\Temp\badges\el-porvenir.png,downloaded,
arg.4,Argentine Primera C,22532,Estrella del Sur,EST,https://a.espncdn.com/i/teamlogos/soccer/500/22532.png,C:\Temp\badges-by-league\arg-4-argentine-primera-c\estrella-del-sur.png,C:\Temp\badges\estrella-del-sur.png,downloaded,
arg.4,Argentine Primera C,10053,Fénix,FEN,https://a.espncdn.com/i/teamlogos/soccer/500/10053.png,C:\Temp\badges-by-league\arg-4-argentine-primera-c\f-nix.png,C:\Temp\badges\f-nix.png,downloaded,
arg.4,Argentine Primera C,17699,General Lamadrid,LAM,https://a.espncdn.com/i/teamlogos/soccer/500/17699.png,C:\Temp\badges-by-league\arg-4-argentine-primera-c\general-lamadrid.png,C:\Temp\badges\general-lamadrid.png,downloaded,
arg.4,Argentine Primera C,17696,JJ Urquiza,JJU,https://a.espncdn.com/i/teamlogos/soccer/500/17696.png,C:\Temp\badges-by-league\arg-4-argentine-primera-c\jj-urquiza.png,C:\Temp\badges\jj-urquiza.png,downloaded,
arg.4,Argentine Primera C,17698,Juventud Unida,JUV,https://a.espncdn.com/i/teamlogos/soccer/500/17698.png,C:\Temp\badges-by-league\arg-4-argentine-primera-c\juventud-unida.png,C:\Temp\badges\juventud-unida.png,downloaded,
arg.4,Argentine Primera C,17708,Leandro N. Alem,LNA,https://a.espncdn.com/i/teamlogos/soccer/500/17708.png,C:\Temp\badges-by-league\arg-4-argentine-primera-c\leandro-n-alem.png,C:\Temp\badges\leandro-n-alem.png,downloaded,
